seller_id,seller_city,seller_state,total_orders,unique_products,total_revenue,avg_price,avg_rating,avg_delivery_days,late_delivery
3078096983cf766a32a06257648502d1,scao jose do rio pardo,SP,59,39,8285.42,129.46,4.20,11.6,4.69
30829ded4523ab9224b93bc49a62c95f,parai,RS,18,13,6911.71,222.96,3.58,10.1,3.23
3092c0b297aacfb4bb6e056ebe13b9b8,aruja,SP,19,17,1623.90,77.33,3.57,13.2,0.00
30a2f535bb48308f991d0b9ad4a8c4bb,santa barbara d'oeste,SP,71,20,4731.30,54.38,4.25,8.0,3.45
30a81d8cf85fb2ada1b1b094c9583a95,sao paulo,SP,17,7,1245.42,62.27,4.85,3.7,0.00
30c7f28fd3a5897b2c82d152bb760c17,niteroi,RJ,7,5,2178.27,311.18,1.67,20.3,42.86
312ba1d77e9c332ef21f9598b7f64cd7,guarulhos,SP,9,4,756.00,75.60,2.70,25.3,40.00
31344c16881c08a8a72c6d2eb29918c1,uba,MG,43,10,9615.70,223.62,4.35,15.2,4.65
31561f325664a8a7aba4c8d0c3a9b3db,sao paulo,SP,36,25,2702.19,71.11,4.58,6.8,2.63
318f287a62ab7ac10b703ac37435a231,sao paulo,SP,52,7,2517.48,40.60,3.87,11.7,11.29
31ae0774c17fabd06ff707cc5bde005f,americana,SP,11,9,6719.85,610.90,4.00,11.5,9.09
31be790e64fc99f8ff48ec2bd18a3104,sao bernardo do campo,SP,6,3,241.40,40.23,4.33,6.2,33.33
31da954dc0855f2495c6310f70a2f931,araras,SP,29,14,4583.00,152.77,4.23,7.7,10.00
31e60bf8d103ce47932a85f5562deb16,goiania,GO,1,1,181.00,181.00,5.00,14.0,0.00
31eec405c9bb71dec8e2629a92e764fa,cachoeiro de itapemirim,ES,5,5,256.89,51.38,4.60,8.0,0.00
323ce52b5b81df2cd804b017b7f09aa7,sao paulo,SP,30,14,2554.20,85.14,4.31,16.7,16.67
324583d68897f5ddbaf38f6248322176,sao jose do rio preto,SP,2,1,84.00,28.00,1.00,25.0,66.67
325f3178fb58e2a9778334621eecdbf9,taboao da serra,SP,36,13,981.70,21.34,4.46,5.7,0.00
327b89b872c14d1c0be7235ef4871685,manaus,AM,3,3,1177.00,392.33,2.33,47.3,66.67
3289d8c3eef4873f91ce0b1343c0dd58,praia grande,SP,1,1,199.99,199.99,5.00,13.0,0.00
328acb143b4a73aad6bee8e734f5d20d,foz do iguacu,PR,2,2,699.98,349.99,4.00,11.5,0.00
3296662b1331dea51e744505065ae889,catanduva,SP,1,1,517.80,517.80,5.00,3.0,0.00
32b8764b4ef628b53608fc34011fcc13,lages,SC,36,11,8884.00,233.79,4.24,10.9,7.89
32e5635e63cb374eb63afdd242fb6134,rio de janeiro,RJ,1,1,910.00,910.00,5.00,7.0,0.00
32f1bb9dfa65bc7df5c0d9d95a616be4,sao paulo,SP,5,5,276.39,46.07,3.40,6.0,33.33
32f83ffe11cd40f7adcf4eef171f52d9,uruguaiana,RS,1,1,29.99,29.99,5.00,10.0,0.00
32fdd5d44ecb43dfd6a24b9369eca144,carmo do cajuru,MG,8,5,479.20,59.90,4.38,15.4,0.00
3338e7a0710a195872be80e0d2423867,piracicaba,SP,1,1,45.00,45.00,1.00,,
333c4210e76a1aa2ab817b99437e3ff1,vargem grande do sul,SP,2,2,335.00,167.50,5.00,7.0,0.00
3340ef1913fb70d28420f6ceb685c339,maringa,PR,32,15,6731.15,160.27,4.33,15.0,9.52
334cab711dee080b079fa5779b584783,santo andre,SP,11,10,1069.70,41.14,4.96,6.4,0.00
33576ec5412fb5905d876f12f33bfde6,curitiba,PR,31,1,2718.00,84.94,4.13,14.2,3.13
3361277dc30b7cccdb0c286b24219756,maringa,PR,29,18,3905.05,92.98,4.21,13.4,11.90
3364a91ec4d56c98e44174de954b94f6,porto velho,RO,6,4,3579.94,596.66,3.83,14.3,0.00
33a17d60c64393351ebf1ef860f4e0f2,porto alegre,RS,43,11,8152.48,173.46,4.62,10.1,2.13
33a6f4b1e7cdc205511e76ba1b6e0186,guarulhos,SP,105,15,10295.01,81.71,4.36,8.1,1.59
33ab10be054370c254ddfcf0a6253422,rio de janeiro,RJ,4,2,213.20,53.30,5.00,5.5,0.00
33ac3e28642ab8bda860a2f693000e78,cotia,SP,34,18,3661.03,104.60,4.23,8.2,0.00
33c51922b6e3c16b24a8f28e5833c99d,londrina,PR,18,11,6657.87,332.89,4.28,14.3,5.00
33cbbec1e7e1044aaf11d152172c776f,bento goncalves,RS,15,9,730.67,45.67,4.69,7.7,0.00
33cbda8716511e27e556dff9d8418bf2,blumenau,SC,5,5,507.40,84.57,4.83,12.5,0.00
33d677f27a69b84051204ee4ae76eaca,joinville,SC,9,5,165.00,16.50,4.60,8.9,0.00
33dd941c27854f7625b968cc6195a552,vila velha,ES,5,1,6787.50,1357.50,4.40,11.2,0.00
33fd411ed63a7c2f9005e3f065d9f85d,condor,RS,1,1,24.90,24.90,4.00,8.0,0.00
34056b8b55c1775a22af2331670a799c,penapolis,SP,78,58,6455.40,82.76,4.00,12.5,11.54
340636a908b13bbe0f4fb63fbe1d0c03,sao jose dos campos,SP,5,4,823.20,137.20,3.00,7.3,0.00
343e716476e3748b069f980efbaa294e,campinas,SP,17,6,922.60,38.44,4.00,15.3,4.17
3442033154be05bac582e173ef54fd12,sao paulo,SP,1,1,161.00,161.00,5.00,3.0,0.00
344223b2a90784f64136a8a5da012e7f,gaspar,SC,1,1,10.90,10.90,2.00,32.0,100.00
3442f8959a84dea7ee197c632cb2df15,campinas,SP,3,3,218.70,72.90,3.00,12.7,33.33
34675b28b826facfde119785bf287dc1,cascavael,PR,1,1,21.99,21.99,4.00,5.0,0.00
3481aa57cd91f9f9d3fa1fa12d9a3bf7,capivari,SP,25,7,1773.03,70.92,3.88,9.8,0.00
3492e68f37fd1df87f4f2f2ea247f445,salto,SP,8,5,787.86,87.54,3.56,9.7,11.11
34a557286ead8fe75c989e0afcf7d98c,franca,SP,4,2,414.90,103.73,4.75,7.8,0.00
34aefe746cd81b7f3b23253ea28bef39,curitiba,PR,1,1,8.00,8.00,1.00,,
34d1ca11b242c0fee2c834ae8d788566,congonhas,MG,40,4,13422.24,327.37,4.30,12.6,0.00
34f563c82a85b99ae9e6d60db5fc2e28,campo bom,RS,8,4,2332.30,291.54,4.63,10.1,0.00
3504c0cb71d7fa48d967e0e4c94d59d9,maua,SP,53,14,2349.94,44.34,4.42,6.9,0.00
35281d148dcf7134bae913c57db4e6da,sao paulo,SP,1,1,119.99,119.99,5.00,5.0,0.00
353e21e8bf8de2722b4fae1636664b76,canoas,RS,4,2,208.00,52.00,2.50,8.8,0.00
35857757f553273b1056c1cabdace7fb,ribeirao preto,SP,6,6,454.60,75.77,4.00,17.7,33.33
3586b8580d9c917874e053a1bb37b5ff,araraquara,SP,36,5,1524.70,35.46,4.44,13.7,4.65
35b96509602ec4b7da831b5cd73ff2c2,sao leopoldo,RS,2,2,558.90,279.45,4.50,8.5,0.00
35ef5aa32949680f627efec3c23e705c,sombrio,SC,4,3,361.60,72.32,3.20,11.2,0.00
35fb511489d9ee3ee27a76debce9df06,londrina,PR,7,4,414.50,59.21,3.57,16.4,14.29
3606774ec64634822d78dc2db6d37045,sao caetano do sul,SP,2,2,299.80,149.90,3.00,15.0,0.00
365e445f796710c3431557e85caa25db,sao paulo,SP,4,4,1115.00,223.00,4.40,9.2,0.00
365e4bce19bda0082c3d15d83fdb8bcd,sao caetano do sul,SP,6,6,796.40,113.77,4.71,10.9,0.00
36890be00bbfc1cdb9a4a38a6af05a69,osasco,SP,13,5,1361.30,104.72,4.23,8.9,23.08
36a968b544695394e4e9d7572688598f,santos,SP,154,43,9482.87,58.54,3.63,10.2,4.32
36f98ad67cc981f50ce8aed093d5783c,toledo,PR,2,2,119.40,59.70,4.00,5.5,0.00
37303482a42fb700d8d127e70a9cd6c8,campinas,SP,2,2,148.89,74.45,3.00,2.0,0.00
373ee4a3a775a733770ca3f790b8b9ac,rio de janeiro,RJ,13,9,2141.49,97.34,4.00,10.1,9.09
37515688008a7a40ac93e3b2e4ab203f,dracena,SP,228,3,5986.60,24.94,4.08,14.6,10.00
376a891762bbdecbc02b4b6adec3fdda,goiania,GO,57,13,6406.23,110.45,4.67,11.7,3.45
376d67b61dce0c990155286e7ae486a4,sao paulo,SP,1,1,94.00,94.00,4.00,14.0,0.00
3771c85bac139d2344864ede5d9341e3,sorocaba,SP,26,7,1433.30,47.78,3.57,12.3,16.67
377bc18334c78dd2f1535ef22a3ad225,sao jose dos pinhais,PR,1,1,135.98,135.98,5.00,9.0,0.00
3785b653b1b82de85ab47dd139938091,ampere,PR,21,7,1552.00,64.67,4.75,11.0,0.00
37be5a7c751166fbc5f8ccba4119e043,sao paulo,SP,272,9,55350.55,196.98,4.32,10.2,2.49
37ceb404da208418c9032f0674e57804,sao paulo,SP,1,1,204.93,68.31,1.00,,
37dd29b36c458d82f74a953c40c43645,limeira,SP,7,5,4536.99,567.12,4.00,18.5,12.50
38102b031c2a15e54623d711bfc753d3,mucambo,CE,9,5,457.00,41.55,3.64,21.1,0.00
381c83fdca332ea6afd896da20bf6e4a,curitiba,PR,46,37,7355.80,159.91,4.39,12.3,4.35
3820c6537b3853be1a0687d5a60807ec,cotia,SP,1,1,25.00,25.00,,,
382229d1e840115ffe3dbf5ff460e417,rio de janeiro,RJ,46,24,4096.96,83.61,4.27,8.5,10.20
385799a1cddbd26dfeb9157356a42282,sao paulo,SP,5,4,633.93,90.56,4.29,5.8,0.00
38874e327ce94d11390b96eb42d61928,itaquaquecetuba,SP,6,2,3779.94,629.99,4.00,19.5,16.67
389e45560e33d2d0747f949dcddbc08e,sao jose dos campos,SP,1,1,39.00,39.00,5.00,3.0,0.00
38af8acfd46ac4a7bf754e8ca6736664,sao paulo,SP,5,2,345.00,69.00,4.80,6.0,0.00
38e679b9e0064cd94c6f035707344dae,londrina,PR,28,12,3694.51,123.15,3.93,10.8,3.33
38e6dada03429a47197d5d584d793b41,sao paulo,SP,7,8,596.14,49.68,3.33,12.4,41.67
38f276ca6e7cc95a6d1bb55ac9e5550f,marilia,SP,1,1,24.99,24.99,5.00,5.0,0.00
3903c788ded8dc03b5ebab37a2f3e9a1,carapicuiba,SP,5,4,119.98,24.00,4.00,10.0,20.00
391bbd13b6452244774beff1824006ed,campinas,SP,2,1,127.80,63.90,1.00,44.0,50.00
391fc6631aebcf3004804e51b40bcf1e,ibitinga,SP,526,131,39951.95,65.17,3.96,13.8,9.46
392353362d22cc2c236e1ee81ff19890,blumenau,SC,5,3,288.70,28.87,4.60,7.7,0.00
392e0502231ae2f8b29994ef6398cd77,cerqueira cesar,SP,20,12,1871.70,93.59,4.16,17.1,10.00
392f7f2c797e4dc077e4311bde2ab8ce,rio de janeiro,RN,2,1,52.00,26.00,5.00,5.0,0.00
3935fe5fe0f82787a9dcb8deb62be09d,sao paulo,SP,16,8,1681.69,98.92,3.94,10.5,11.76
3968920b9aa752ab98f7d5888c9252f2,bauru,SP,8,8,523.30,52.33,4.10,8.1,10.00
3969863bb8af7f72580b3b1ffd3a17b3,sao paulo,SP,12,5,623.15,47.93,4.00,9.4,0.00
397c4d0c005b6f41f90098ac724e28cb,santo andre,SP,5,4,8177.00,1635.40,4.40,15.8,40.00
3985a3c45be355a4c57fde108bfabd1c,rolante,RS,7,5,344.20,43.03,4.13,10.4,0.00
3986c0b54f6b748b75e7bd4e092aa3e5,curitiba,PR,1,1,24.99,24.99,5.00,6.0,0.00
398cb257329ef7af7f1943a8974a3cbc,salvador,BA,1,1,145.90,145.90,5.00,7.0,0.00
39a5005f2605cbdb4f9ac14485cabfd1,barretos,SP,3,3,501.07,62.63,5.00,10.3,0.00
39c763cca83e654764b7a4a650fb9b7c,goiania,GO,11,4,761.00,69.18,3.82,13.0,18.18
39d54ff918774174706fb065d7f9dc07,sao paulo,SP,23,16,1593.59,63.74,3.80,14.7,12.00
39d61be7a92eb77b7da367bd4845bc0e,sao paulo,SP,7,6,700.59,50.04,4.21,10.2,0.00
39f776d2974049026ff531fc42ef2a3e,goiania,GO,3,3,1084.04,271.01,4.00,15.0,0.00
3a1a1fec38dd360f15fc912e821e169d,sao paulo,SP,15,12,2007.38,133.83,3.87,14.1,26.67
3a3c180dd702a725bd0ba4117689239e,uniao da vitoria,PR,1,1,41.90,41.90,4.00,13.0,0.00
3a3e46d10f74d8a6ca76e2b538f106a0,sao paulo,SP,3,3,334.90,55.82,4.17,15.4,16.67
3a4127e1ba7208ea37044c5092aae170,sao paulo,SP,6,3,2219.60,369.93,3.50,11.4,0.00
3a490ba60afa30ece0e7d50cfe74a4f0,belo horizonte,MG,8,3,1529.20,191.15,4.63,11.6,0.00
3a52d63a8f9daf5a28f3626d7eb9bd28,aguas claras df,SP,1,1,35.00,35.00,1.00,6.0,0.00
3a734b715d333a2588a3d54a0c9b8746,osasco,SP,18,10,2463.52,102.65,4.21,11.2,4.17
3a79f35a2344ede41af21267f61d5ec6,campinas,SP,1,1,186.00,186.00,1.00,14.0,0.00
3aa3c89ae3cd482385568be76120f63c,goiania,GO,1,1,29.90,29.90,4.00,10.0,0.00
3ab971ce71839580d2ae5b4e40fe8044,sao paulo,SP,36,9,5002.90,131.66,3.89,6.4,7.89
3ac588cd562971392504a9e17130c40b,limeira,SP,1,1,11.90,11.90,5.00,7.0,0.00
3ade81dab5a172b88e1871c28ae05260,sao jose do rio preto,SP,30,10,5751.60,179.74,4.06,13.2,12.50
3afc536624bc2e65bddfb5db33cc01f3,belo horizonte,MG,6,1,312.00,52.00,3.50,9.5,16.67
3b15288545f8928d3e65a8f949a28291,ibitinga,SP,104,46,14061.79,116.21,3.89,13.8,6.61
3b18f9856c6eb2413eafedb58e9eecd9,santo andre,SP,1,1,315.00,315.00,5.00,9.0,0.00
3b872fd4747f01cc56206f2934198618,ibitinga,SP,25,13,2726.74,100.99,3.89,14.0,14.81
3bb32fedaa74e4ad20f4ce067733bd31,porto belo,SC,2,2,103.70,34.57,4.67,5.3,0.00
3bb548e3cb7f70f28e3f11ee9dce0e59,maringa,PR,46,22,7690.02,145.09,3.98,10.2,0.00
3bdff180c7e1f6551a643b99c265a120,sao paulo,SP,59,17,3114.90,51.06,4.02,9.8,6.56
3be5841cdcc46de4ed3f9116f104b2c5,barueri,SP,4,4,599.60,149.90,4.75,7.5,0.00
3be634553519fb6536a03e1358e9fdc7,sao paulo,SP,83,39,5370.95,54.25,3.93,9.3,8.08
3bfad056cf05c00dabe2f895925d83b1,osasco,SP,1,1,206.65,41.33,1.00,,
3bfba5a77604f6dfae7e6dd7aaf65821,londrina,PR,4,4,2095.50,523.88,5.00,8.8,0.00
3c010235b7345c92f125d14ee232a76b,mandirituba,PR,15,6,3578.00,238.53,4.67,10.5,0.00
3c03b12bab54d8b37d79d914bfdb1aa0,sao joao de meriti,RJ,37,12,4236.34,98.52,3.88,13.3,16.28
3c3017960b2dbd72711a61f0400aab8f,jaragua do sul,SC,10,4,968.80,96.88,4.00,11.9,0.00
3c487ae8f8d7542beff5788e2e0aea83,gama,DF,30,11,9385.70,284.42,3.91,13.1,3.03
3c4e0452bff7a2a788179488d3d77032,colombo,PR,32,10,3746.40,104.07,3.74,13.1,2.78
3c7c4a49ec3c6550809089c6a2ca9370,sao paulo,SP,141,24,4033.64,25.21,3.71,9.3,8.13
3c88ed2e76a2247933a15daa7161eb1c,cosmopolis,SP,1,1,155.00,155.00,5.00,19.0,0.00
3ca08eeb8d5595949fed424bd3677742,curitiba,PR,14,7,1768.87,126.35,4.43,9.8,0.00
3cfa1358a6caa965278721344c8d76f2,sao bernardo do campo,SP,5,4,3140.28,628.06,4.80,5.6,0.00
3d01d1c414c44b5943a09619ff3853cb,campinas,SP,5,2,402.60,80.52,3.80,13.5,0.00
3d0cd21d41671c46f82cd11176bf7277,joinville,SC,9,6,447.80,40.71,4.73,12.5,0.00
3d2400ac620cffa23ac81bd192f7f555,sao bernardo do campo,SP,1,1,105.00,105.00,5.00,7.0,0.00
3d2531eccfbde1d7c8db7a3a12fb267a,contagem,MG,10,2,1999.54,199.95,4.22,9.6,0.00
3d290fe363c60a77498c1126fd3fb8d3,itapevi,SP,3,2,198.98,66.33,4.33,7.0,0.00
3d39fbf22a665714baf62fae36029e23,campinas,SP,8,4,2504.20,313.03,4.75,8.0,0.00
3d3ccf2b2f8134b10dce9dd446f0e075,ibitinga,SP,3,3,608.60,202.87,3.33,16.3,33.33
3d4824f20035949c710eaf111f869d39,sorocaba,SP,9,8,1041.04,104.10,3.90,8.7,20.00
3d49bfdd1b43a7fe169b3740067acc61,montes claros,MG,3,2,215.00,71.67,4.67,8.3,0.00
3d4b1ae7539303b5704493798893e82c,sao paulo,SP,6,6,1076.00,119.56,4.67,11.2,0.00
3d5d0dc7073a299e31fa718ce1bc00b6,rio de janeiro,RJ,23,8,790.70,32.95,4.17,7.9,12.50
3d621842b2ed28e2b474132480edac3c,sao paulo,SP,10,5,928.91,92.89,3.90,9.3,0.00
3d62f86afa7c73be2628a3be1423f5a0,jacarei,SP,2,1,12.00,6.00,4.00,16.5,0.00
3d68c634a99a1ba46dbca3967a69c623,nova trento,SC,2,1,594.00,297.00,5.00,9.0,0.00
3d700782d7818f2c1e0d7a9e9d75fc00,sertanopolis,SP,3,1,149.70,49.90,3.67,25.3,33.33
3d871de0142ce09b7081e2b9d1733cb1,campo limpo paulista,SP,1080,202,94914.20,82.75,4.11,13.0,5.84
3d8fa2f5b647373c8620330c4e077a9f,sao paulo,SP,43,11,3571.73,74.41,4.10,8.9,2.08
3da38366e7bd9baf6369071f782ecdf0,fortaleza,CE,1,1,59.47,59.47,1.00,53.0,100.00
3db66a856d18a9cba7c9241fc5221c50,ponte nova,MG,94,38,9478.30,97.71,4.19,15.4,11.34
3dbbce181edfaa4a597ec858c382d2ec,curitiba,PR,17,13,848.30,42.42,4.35,13.8,10.00
3dc69bf2c42f0568a5c4791ec3fd3745,sao paulo,SP,2,1,300.00,150.00,4.00,26.0,0.00
3ded4e2d5f135cb103e5949d7263d2dd,pouso alegre,MG,1,1,49.90,49.90,5.00,5.0,0.00
3df020b72d3d44b3af9d110fa3940b65,jales,SP,55,13,5039.90,49.90,3.95,12.3,11.88
3dfd3dc96f7f8598eca74e9ac8a2fa31,sao paulo,SP,6,6,183.00,30.50,4.00,11.8,16.67
3e35a8bb43569389d3cebef0ce820f69,sao paulo,SP,1,1,55.80,27.90,5.00,7.0,0.00
3e46a38ee171c503c3b4a3f23fe3bf0c,sorocaba,SP,1,1,59.90,59.90,5.00,4.0,0.00
3e51f9cbe317bc3a88f2c76583811ee4,sao paulo,SP,1,1,76.09,76.09,5.00,8.0,0.00
3e8bd881d92466e63ba9e3e809cd3c50,rio de janeiro,RJ,9,8,2242.28,224.23,4.22,14.4,40.00
3ea00e1dea2b0659dbaf654735929220,curitiba,PR,7,2,505.00,72.14,4.86,10.7,0.00
3ea08c48e851106d2f584349daba335f,barbacena,MG,1,1,170.00,170.00,4.00,6.0,0.00
3ef37b7ca6dd2b80bd8af81a62504996,sao paulo,SP,2,2,700.00,350.00,4.50,14.0,0.00
3f0e48d209018b466fcd3bb4ccfeb520,curitiba,PR,9,3,5399.00,539.90,3.90,9.3,0.00
3f2af2670e104d1bcb54022274daeac5,terra boa,PR,6,5,973.60,139.09,3.57,18.6,14.29
3f3486b61f45078d4f31ee5e43d8c5bb,sao paulo,SP,40,12,3829.73,95.74,4.33,13.5,15.00
3f8034bfc6b8b4135534975d49f04c63,curitiba,PR,12,8,1313.90,82.12,3.06,10.1,0.00
3f8247d0f772ffa58560e5c682521ad5,joinville,SC,1,1,139.90,139.90,3.00,,
3f84fefc07dc159b268d4a77d3e8c425,fazenda rio grande,PR,3,3,200.60,66.87,5.00,7.7,0.00
3f995f07c49d0d55a99d5c54957f7d81,itapecerica da serra,SP,43,3,3955.70,91.99,4.21,9.1,2.33
3f9be91358837bff69df67edfa3e42e8,londrina,PR,7,4,569.70,81.39,4.43,9.4,0.00
3f9c56764fabca627406093dcb3ef0b4,rio de janeiro,RJ,7,3,909.30,129.90,4.71,8.0,0.00
3fac58ce0ad699020c7944d53c41329c,sao paulo,SP,10,13,1244.95,77.81,4.56,3.5,18.75
3fadb4cba4c35bce6a7eaf9872d5623a,caxias do sul,RS,3,1,209.50,41.90,3.20,8.4,0.00
3faf68a3b0af94b10bac70d86077be49,holambra,SP,7,3,1322.93,188.99,4.57,15.6,0.00
3fd1e727ba94cfe122d165e176ce7967,araraquara,SP,37,12,2805.20,73.82,3.82,15.2,18.42
3fe7120d6257285ac6a3ce7cb071ccec,governador valadares,MG,2,1,199.98,99.99,3.50,9.0,0.00
3febca52652e7209509ccfe61cbde40e,itaquaquecetuba,SP,2,1,84.00,42.00,2.00,,
3fefda3299e6dfaea3466ef346a3571a,curitiba,PR,1,1,209.00,209.00,4.00,6.0,0.00
4003520d80d0bad1d5623f7aa3c63cda,rio de janeiro,RJ,1,1,70.00,70.00,1.00,17.0,0.00
400f221ab83037c0ea78f1267da9624d,osvaldo cruz,SP,1,1,865.00,865.00,,,
402916f742e5c740cc751493d9cf5053,guanhaes,MG,9,5,1252.00,125.20,4.70,5.9,0.00
403aa86912527d730337ffcb0fb096ab,belo horizonte,MG,11,6,8959.89,814.54,4.00,10.6,0.00
4049512728d969bec69f84088b012416,belo horizonte,MG,7,7,389.84,43.32,5.00,10.6,0.00
404e1ba01358af4cd63f679b2c4d1fa1,juiz de fora,MG,8,7,373.90,31.16,5.00,7.2,0.00
40536e7ca18e1bce252828e5876466cc,caieiras,SP,2,1,463.96,115.99,1.00,,
406740ee611378a662d274c7d8c43c4a,vitoria,ES,8,2,1790.00,179.00,4.10,15.7,20.00
406822777a0b9eb5c50e442dd4cd3ec5,tatui,SP,45,19,3648.08,77.62,4.33,13.1,12.77
4091f77d8c768fc3e81c20761471761d,sao paulo,SP,8,6,1079.00,134.88,2.75,17.5,25.00
40d54b51e962dbe09cabbcfd33298dee,santo andre,SP,30,13,6785.56,218.89,3.90,6.7,0.00
40db9e9aa57f7bb151bcda6b0f9bdbb7,recife,PE,12,9,23168.00,1930.67,2.36,14.4,8.33
40ec8ab6cdafbcc4f544da38c67da39a,francisco beltrao,PR,2,1,117.80,58.90,5.00,6.0,0.00
411f3b52d857390502ee4e4d5ceabc2d,ribeirao pires,SP,21,13,1804.01,60.13,4.26,8.2,20.00
4125d9385a25e82d2f72d3a0fd55bc3f,santos,SP,1,1,42.90,42.90,5.00,8.0,0.00
412a4720f3e9431b4afa1476a1acddbe,campinas,SP,21,8,2058.10,93.55,4.27,10.1,4.55
4170f6a9367e6b5d6401d03ce6d54569,brasilia df,DF,4,3,568.78,113.76,4.20,21.6,20.00
417a1e6c7321084d2a0ae0d023cfad93,imigrante,RS,1,1,48.90,48.90,5.00,6.0,0.00
41958cbd3335433c8740300e8cd600d5,sao paulo,SP,1,1,32.99,32.99,5.00,4.0,0.00
41ab63a91b8b264e8c8780368bf1dd5b,belo horizonte,MG,12,9,2571.95,197.84,4.23,17.3,0.00
41b14765bd56c8ad10971074380f9c0c,santo andre,SP,8,2,395.50,39.55,4.10,6.6,0.00
41b39e28db005d9731d9d485a83b4c38,santo andre,SP,195,132,17112.55,74.08,4.14,12.0,5.63
41b86b552e54e3a7009596125aa8b167,sao paulo,SP,10,11,1595.30,145.03,4.36,15.1,0.00
41c2bad7229b0c25e6becf179ebf63ff,natal,RN,20,4,782.00,34.00,4.96,4.3,0.00
41c9d3997dd3c072c31139dc5bb5761f,araxa,MG,3,1,998.80,332.93,4.33,21.7,0.00
41da412d33e8da4f22baf55cb1bde82c,domingos martins,ES,15,10,862.90,41.09,4.71,8.8,0.00
41e0fa5761c886a630994a55c12087e7,guaruja,SP,5,2,423.60,84.72,5.00,9.6,0.00
4200ddf1967c5e41e48db62bc6d4b5ac,sao bernardo do campo,SP,22,25,734.80,17.50,4.24,8.6,2.38
4221a7df464f1fe2955934e30ff3a5a1,bahia,BA,5,1,849.50,169.90,4.80,16.2,0.00
422be4cc81a457fdb46f47edeb968ae5,ibitinga,SP,1,1,239.90,239.90,5.00,18.0,0.00
427165bf50f8ca07efc7bdc2bfcf1688,americana,SP,5,3,1603.50,320.70,3.20,38.2,60.00
42b6488f5b8246d9141712abd4b1b693,maringa,PR,2,2,247.99,124.00,4.00,7.5,0.00
42b729f859728f5079499127a9c2ef37,sao paulo,SP,104,18,4118.86,31.20,4.35,7.5,9.85
42bde9fef835393bb8a8849cb6b7f245,brasilia,DF,35,15,7703.00,192.58,4.20,9.4,2.50
42d4b7e70819438f5ada61c965e92d7e,goiania,GO,1,2,49.60,16.53,1.00,21.0,0.00
42ef3192a9ff87a22d1867b74b3ee205,santo andre,SP,23,20,1354.09,58.87,4.65,8.9,0.00
42fa4ee7240e9b8eb4576358ec142ba7,caxias do sul,RS,22,7,3845.70,174.80,4.81,6.5,0.00
42fb44130ac3134cde8e35cf8ec7df25,pinhalzinho,SP,3,2,62.70,20.90,3.67,5.5,0.00
430315b7bb4b6e4b3c978f9dfa9b0558,sao paulo,SP,20,14,3118.40,148.50,4.00,14.0,4.76
4305fe92735c8a43d154ff6dd2b8d927,coronel fabriciano,MG,19,5,2885.90,137.42,3.90,10.9,0.00
431050a06a317f2b38168dec3dcd2b46,sao paulo,SP,12,7,1487.80,123.98,4.25,8.5,0.00
431af27f296bc6519d890aa5a05fdb11,ribeirao preto,SP,117,20,13109.50,104.88,3.77,16.5,15.20
4324dd16853115efb0fd9d0d131ba6f4,sao jose do rio pardo,SP,12,6,1052.25,58.46,4.28,12.5,5.56
432c37c9dfba871172ec162e20118b8c,brasilia,DF,46,17,2968.87,52.09,4.18,15.1,14.04
432c67955c0acd1fd6b0b5d678766a71,sao paulo,SP,3,3,1151.00,383.67,2.33,6.0,0.00
43402bdf22aa2310e8f99e2f94f78628,ribeirao pires,SP,4,3,649.95,129.99,2.80,15.6,0.00
4342d4b2ba6b161468c63a7e7cfce593,rio de janeiro,RJ,20,3,2867.10,143.36,1.26,15.0,5.00
436bf27f2f18474fc6047702e9f8a866,campinas,SP,1,1,29.90,29.90,5.00,19.0,0.00
4371b634e0efc0e22b09b52907d9d469,sao paulo,SP,102,40,8194.00,73.16,4.41,10.3,7.14
43753b27d77860f1654aa72e251a7878,barro alto,BA,1,1,23.90,23.90,5.00,27.0,0.00
4391ea5c5990502176a1dcda44a2373d,porto alegre,RS,3,3,2349.00,469.80,4.80,9.6,0.00
439a47cc365d6e3bd526812ea9de3c29,mogi das cruzes,SP,8,5,1186.50,91.27,4.00,8.0,15.38
43a1d4bab73b816e44ef4e4facd9f9b5,maringa,PR,1,1,189.90,189.90,4.00,9.0,0.00
43a5d4a57af536fddc96d08be3afdfcb,varginha,MG,1,1,75.00,75.00,1.00,11.0,0.00
43b2c864251aa0ce4030c746984e088a,brasilia,DF,2,2,94.80,47.40,3.00,5.5,0.00
43f8c9950d11ecd03a0304a49e010da6,carapicuiba,SP,41,21,4249.59,103.65,4.56,11.0,7.32
44073f8b7e41514de3b7815dd0237f4f,brasilia,DF,144,77,18729.64,122.42,3.76,12.7,4.58
440dd6ab244315c632130ecfb63827b1,votuporanga,SP,94,28,13696.90,144.18,3.85,16.2,12.63
443d880f15cbd3572885e1d44bf2c478,marilia,SP,1,1,94.80,47.40,2.00,12.0,0.00
4450bd8327d471c4a11a83d1445b1b62,cotia,SP,1,1,199.00,199.00,5.00,7.0,0.00
446cc09cdbb130904da114e807dbec40,sao paulo,SP,3,3,252.80,84.27,4.67,3.7,0.00
44717f64ec2a457979cf83c429077666,santa rosa,RS,2,2,107.00,35.67,5.00,5.0,0.00
447d377bdb757058acb569025ee18a93,carazinho,RS,1,1,64.99,64.99,5.00,18.0,0.00
